problema;  modelo;  num_jobs;  num_maquina;  fl_inteiro;  best_bound;  funcao_objetivo;  mip_relative_gap; number_of_contraints; number_of_variables; number_of_var_values; nb_interations; nb_linear_nonzeros; status; time; has_hit_limit 
t_pre_carnaval005M015J020; t_pre_carnaval005M015J020_ZintTrue_MinLA; 15; 20; True; 1263.7769035532992; 1486.0; 0.14954447943922328; 18000; 3151; 1684; 47816204; 52800; time limit exceeded; 3600.0153760910034; True;  
t_pre_carnaval005M015J020; t_pre_carnaval005M015J020_ZintFalse_Manne; 15; 20; False; nan; 932.0; nan; 6000; 3151; 1938; 1937; 17700; optimal; 0.042539119720458984; False;  
t_pre_carnaval005M015J020; t_pre_carnaval005M015J020_ZintFalse_MinLA; 15; 20; False; nan; 1141.3457533407186; nan; 18000; 3151; 1880; 7870; 52800; optimal; 0.22461700439453125; False;  
t_pre_carnaval006M015J020; t_pre_carnaval006M015J020_ZintTrue_Manne; 15; 20; True; 1145.3576478622697; 1465.9999999999995; 0.21871920336815012; 6000; 3151; 1727; 71881073; 17700; time limit exceeded; 3600.012825012207; True;  
t_pre_carnaval006M015J020; t_pre_carnaval006M015J020_ZintTrue_MinLA; 15; 20; True; 1246.8702506254283; 1509.0; 0.17371090084463509; 18000; 3151; 1790; 43003348; 52800; time limit exceeded; 3600.0121030807495; True;  
t_pre_carnaval006M015J020; t_pre_carnaval006M015J020_ZintFalse_Manne; 15; 20; False; nan; 979.0; nan; 6000; 3151; 1841; 1840; 17700; optimal; 0.03982210159301758; False;  
t_pre_carnaval006M015J020; t_pre_carnaval006M015J020_ZintFalse_MinLA; 15; 20; False; nan; 1106.4980710952977; nan; 18000; 3151; 2100; 29; 52800; optimal; 0.23482108116149902; False;  
t_pre_carnaval007M015J020; t_pre_carnaval007M015J020_ZintTrue_Manne; 15; 20; True; 1089.9999999999982; 1508.9999999999998; 0.27766732935717287; 6000; 3151; 1685; 90624206; 17700; time limit exceeded; 3600.0122010707855; True;  
t_pre_carnaval007M015J020; t_pre_carnaval007M015J020_ZintTrue_MinLA; 15; 20; True; 1083.2899016874342; 1513.999999999; 0.2844848733895785; 18000; 3151; 1754; 44395417; 52800; time limit exceeded; 3600.012211084366; True;  
t_pre_carnaval007M015J020; t_pre_carnaval007M015J020_ZintFalse_Manne; 15; 20; False; nan; 900.0; nan; 6000; 3151; 2003; 2002; 17700; optimal; 0.04467606544494629; False;  
t_pre_carnaval007M015J020; t_pre_carnaval007M015J020_ZintFalse_MinLA; 15; 20; False; nan; 1027.4873672272472; nan; 18000; 3151; 2016; 8735; 52800; optimal; 0.25644779205322266; False;  
t_pre_carnaval008M015J020; t_pre_carnaval008M015J020_ZintTrue_Manne; 15; 20; True; 1066.944063241397; 1379.9999998394032; 0.22685212799595303; 6000; 3151; 1737; 123405865; 17700; time limit exceeded; 3601.0162451267242; True;  
t_pre_carnaval008M015J020; t_pre_carnaval008M015J020_ZintTrue_MinLA; 15; 20; True; 1138.9999999999995; 1456.0000000000005; 0.21771978021976582; 18000; 3151; 1607; 28428400; 52800; time limit exceeded; 3600.0599660873413; True;  
t_pre_carnaval008M015J020; t_pre_carnaval008M015J020_ZintFalse_Manne; 15; 20; False; nan; 920.0; nan; 6000; 3151; 1937; 1936; 17700; optimal; 0.03793191909790039; False;  
t_pre_carnaval008M015J020; t_pre_carnaval008M015J020_ZintFalse_MinLA; 15; 20; False; nan; 1026.77767520189; nan; 18000; 3151; 2038; 30; 52800; optimal; 0.2954840660095215; False;  
t_pre_carnaval009M015J020; t_pre_carnaval009M015J020_ZintTrue_Manne; 15; 20; True; 1074.6320091782654; 1423.000000000001; 0.24481236178616356; 6000; 3151; 1625; 81105474; 17700; time limit exceeded; 3600.0198690891266; True;  
t_pre_carnaval009M015J020; t_pre_carnaval009M015J020_ZintTrue_MinLA; 15; 20; True; 1088.6024745726615; 1490.0; 0.26939431236732314; 18000; 3151; 1637; 36457969; 52800; time limit exceeded; 3600.019165992737; True;  
t_pre_carnaval009M015J020; t_pre_carnaval009M015J020_ZintFalse_Manne; 15; 20; False; nan; 928.0; nan; 6000; 3151; 1839; 1838; 17700; optimal; 0.036930084228515625; False;  
t_pre_carnaval009M015J020; t_pre_carnaval009M015J020_ZintFalse_MinLA; 15; 20; False; nan; 1026.9079265126536; nan; 18000; 3151; 2128; 29; 52800; optimal; 0.2774050235748291; False;  
t_pre_carnaval000M020J020; t_pre_carnaval000M020J020_ZintTrue_Manne; 20; 20; True; 1367.7073598792285; 1618.9999998295016; 0.15521472512459628; 8000; 4201; 2148; 59845864; 23600; time limit exceeded; 3600.012841939926; True;  
t_pre_carnaval000M020J020; t_pre_carnaval000M020J020_ZintTrue_MinLA; 20; 20; True; 1307.4230143161346; 1658.0; 0.21144570909761412; 24000; 4201; 2199; 16278078; 70400; time limit exceeded; 3601.7832958698273; True;  
t_pre_carnaval000M020J020; t_pre_carnaval000M020J020_ZintFalse_Manne; 20; 20; False; nan; 1217.0; nan; 8000; 4201; 2182; 2181; 23600; optimal; 0.058899879455566406; False;  
t_pre_carnaval000M020J020; t_pre_carnaval000M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1218.973885005354; nan; 24000; 4201; 2593; 29; 70400; optimal; 0.4052591323852539; False;  
t_pre_carnaval001M020J020; t_pre_carnaval001M020J020_ZintTrue_Manne; 20; 20; True; 1346.8723404255293; 1644.0; 0.1807345861158471; 8000; 4201; 2250; 47901869; 23600; time limit exceeded; 3600.0148179531097; True;  
t_pre_carnaval001M020J020; t_pre_carnaval001M020J020_ZintTrue_MinLA; 20; 20; True; 1326.5303030303028; 1648.0; 0.1950665636951928; 24000; 4201; 2250; 20322483; 70400; time limit exceeded; 3600.023563861847; True;  
t_pre_carnaval001M020J020; t_pre_carnaval001M020J020_ZintFalse_Manne; 20; 20; False; nan; 1223.0; nan; 8000; 4201; 2520; 2519; 23600; optimal; 0.0655069351196289; False;  
t_pre_carnaval001M020J020; t_pre_carnaval001M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1223.0; nan; 24000; 4201; 2589; 21; 70400; optimal; 0.27845311164855957; False;  
t_pre_carnaval002M020J020; t_pre_carnaval002M020J020_ZintTrue_Manne; 20; 20; True; 1343.3636363636365; 1630.0; 0.17585052983824903; 8000; 4201; 2193; 53526669; 23600; time limit exceeded; 3600.014433145523; True;  
t_pre_carnaval002M020J020; t_pre_carnaval002M020J020_ZintTrue_MinLA; 20; 20; True; 1302.7768128834925; 1656.0; 0.21329902603652542; 24000; 4201; 2281; 30291001; 70400; time limit exceeded; 3600.017429113388; True;  
t_pre_carnaval002M020J020; t_pre_carnaval002M020J020_ZintFalse_Manne; 20; 20; False; nan; 1164.0; nan; 8000; 4201; 2459; 2458; 23600; optimal; 0.06678485870361328; False;  
t_pre_carnaval002M020J020; t_pre_carnaval002M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1212.620530308664; nan; 24000; 4201; 2446; 9480; 70400; optimal; 0.29367589950561523; False;  
t_pre_carnaval003M020J020; t_pre_carnaval003M020J020_ZintTrue_Manne; 20; 20; True; 1320.581337340186; 1689.0; 0.21812827866180703; 8000; 4201; 2158; 64689764; 23600; time limit exceeded; 3600.0143790245056; True;  
t_pre_carnaval003M020J020; t_pre_carnaval003M020J020_ZintTrue_MinLA; 20; 20; True; 1320.0; 1714.0; 0.22987164527419895; 24000; 4201; 2252; 21045072; 70400; time limit exceeded; 3600.0149080753326; True;  
t_pre_carnaval003M020J020; t_pre_carnaval003M020J020_ZintFalse_Manne; 20; 20; False; nan; 1151.0; nan; 8000; 4201; 2431; 2430; 23600; optimal; 0.06295084953308105; False;  
t_pre_carnaval003M020J020; t_pre_carnaval003M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1216.4730986398881; nan; 24000; 4201; 2694; 32; 70400; optimal; 0.35080814361572266; False;  
t_pre_carnaval004M020J020; t_pre_carnaval004M020J020_ZintTrue_Manne; 20; 20; True; 1343.0; 1707.9999999999998; 0.21370023419202486; 8000; 4201; 2156; 54252682; 23600; time limit exceeded; 3600.013195037842; True;  
t_pre_carnaval004M020J020; t_pre_carnaval004M020J020_ZintTrue_MinLA; 20; 20; True; 1414.2789491854335; 1725.0000000000005; 0.18012814539973848; 24000; 4201; 2157; 26742765; 70400; time limit exceeded; 3600.017441034317; True;  
t_pre_carnaval004M020J020; t_pre_carnaval004M020J020_ZintFalse_Manne; 20; 20; False; nan; 1170.0; nan; 8000; 4201; 2411; 2410; 23600; optimal; 0.06697607040405273; False;  
t_pre_carnaval004M020J020; t_pre_carnaval004M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1298.271807472989; nan; 24000; 4201; 2383; 8885; 70400; optimal; 0.29142189025878906; False;  
t_pre_carnaval005M020J020; t_pre_carnaval005M020J020_ZintTrue_Manne; 20; 20; True; 1354.2666666666655; 1654.000000000002; 0.18121725110841477; 8000; 4201; 2211; 61984776; 23600; time limit exceeded; 3600.019408226013; True;  
t_pre_carnaval005M020J020; t_pre_carnaval005M020J020_ZintTrue_MinLA; 20; 20; True; 1416.0; 1712.9999999959996; 0.17338003502432914; 24000; 4201; 2276; 22299212; 70400; time limit exceeded; 3600.0170760154724; True;  
t_pre_carnaval005M020J020; t_pre_carnaval005M020J020_ZintFalse_Manne; 20; 20; False; nan; 1207.0; nan; 8000; 4201; 2517; 2516; 23600; optimal; 0.06602096557617188; False;  
t_pre_carnaval005M020J020; t_pre_carnaval005M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1276.4427523632903; nan; 24000; 4201; 2414; 8899; 70400; optimal; 0.2753880023956299; False;  
t_pre_carnaval006M020J020; t_pre_carnaval006M020J020_ZintTrue_Manne; 20; 20; True; 1424.9093586117897; 1740.0000000000002; 0.1810865755104554; 8000; 4201; 2220; 58043509; 23600; time limit exceeded; 3600.108122110367; True;  
t_pre_carnaval006M020J020; t_pre_carnaval006M020J020_ZintTrue_MinLA; 20; 20; True; 1426.1192046029328; 1734.999999996; 0.17802927688401243; 24000; 4201; 2205; 25064360; 70400; time limit exceeded; 3600.015835046768; True;  
t_pre_carnaval006M020J020; t_pre_carnaval006M020J020_ZintFalse_Manne; 20; 20; False; nan; 1291.0; nan; 8000; 4201; 2417; 2416; 23600; optimal; 0.06526708602905273; False;  
t_pre_carnaval006M020J020; t_pre_carnaval006M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1291.0; nan; 24000; 4201; 2451; 9563; 70400; optimal; 0.28583288192749023; False;  
t_pre_carnaval007M020J020; t_pre_carnaval007M020J020_ZintTrue_Manne; 20; 20; True; 1408.8448889279407; 1631.9999999990002; 0.13673720041126383; 8000; 4201; 2244; 52194988; 23600; time limit exceeded; 3600.0167899131775; True;  
t_pre_carnaval007M020J020; t_pre_carnaval007M020J020_ZintTrue_MinLA; 20; 20; True; 1390.0; 1618.9999999999998; 0.141445336627539; 24000; 4201; 2189; 22299411; 70400; time limit exceeded; 3600.0305581092834; True;  
t_pre_carnaval007M020J020; t_pre_carnaval007M020J020_ZintFalse_Manne; 20; 20; False; nan; 1221.0; nan; 8000; 4201; 2428; 2427; 23600; optimal; 0.0675668716430664; False;  
t_pre_carnaval007M020J020; t_pre_carnaval007M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1246.3309552320352; nan; 24000; 4201; 2393; 10201; 70400; optimal; 0.3129758834838867; False;  
t_pre_carnaval008M020J020; t_pre_carnaval008M020J020_ZintTrue_Manne; 20; 20; True; 1398.3013682999035; 1668.9999999999993; 0.16219211006595546; 8000; 4201; 2250; 57694719; 23600; time limit exceeded; 3600.015998840332; True;  
t_pre_carnaval008M020J020; t_pre_carnaval008M020J020_ZintTrue_MinLA; 20; 20; True; 1429.2162824835282; 1668.9999999999998; 0.14366909377858433; 24000; 4201; 2302; 27626739; 70400; time limit exceeded; 3600.017261981964; True;  
t_pre_carnaval008M020J020; t_pre_carnaval008M020J020_ZintFalse_Manne; 20; 20; False; nan; 1227.0; nan; 8000; 4201; 2432; 2431; 23600; optimal; 0.06650996208190918; False;  
t_pre_carnaval008M020J020; t_pre_carnaval008M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1253.4698634343306; nan; 24000; 4201; 2722; 32; 70400; optimal; 0.34937500953674316; False;  
t_pre_carnaval009M020J020; t_pre_carnaval009M020J020_ZintTrue_Manne; 20; 20; True; 1377.2029430492998; 1644.9999999999998; 0.16279456349585633; 8000; 4201; 2212; 61607809; 23600; time limit exceeded; 3600.01362991333; True;  
t_pre_carnaval009M020J020; t_pre_carnaval009M020J020_ZintTrue_MinLA; 20; 20; True; 1357.5678792298202; 1652.0; 0.17822767601099396; 24000; 4201; 2139; 26139468; 70400; time limit exceeded; 3600.019958972931; True;  
t_pre_carnaval009M020J020; t_pre_carnaval009M020J020_ZintFalse_Manne; 20; 20; False; nan; 1212.0; nan; 8000; 4201; 2435; 2434; 23600; optimal; 0.06483983993530273; False;  
t_pre_carnaval009M020J020; t_pre_carnaval009M020J020_ZintFalse_MinLA; 20; 20; False; nan; 1275.3367978063025; nan; 24000; 4201; 2261; 8320; 70400; optimal; 0.2634150981903076; False;  
t_pre_carnaval000M015J030; t_pre_carnaval000M015J030_ZintTrue_Manne; 15; 30; True; 1112.5087280722732; 1903.9999999999998; 0.415699197441011; 13500; 6976; 3465; 64429334; 40050; time limit exceeded; 3601.286386013031; True;  
t_pre_carnaval000M015J030; t_pre_carnaval000M015J030_ZintTrue_MinLA; 15; 30; True; 1348.8906646903088; 2082.999999995; 0.35242886956621133; 40500; 6976; 3616; 31966771; 119700; time limit exceeded; 3600.034168958664; True;  
t_pre_carnaval000M015J030; t_pre_carnaval000M015J030_ZintFalse_Manne; 15; 30; False; nan; 990.0; nan; 13500; 6976; 4044; 4043; 40050; optimal; 0.13157081604003906; False;  
t_pre_carnaval000M015J030; t_pre_carnaval000M015J030_ZintFalse_MinLA; 15; 30; False; nan; 1319.5714093392796; nan; 40500; 6976; 5346; 37; 119700; optimal; 1.3141801357269287; False;  
t_pre_carnaval001M015J030; t_pre_carnaval001M015J030_ZintTrue_Manne; 15; 30; True; 1109.1183574872146; 2105.999999999; 0.47335310660598834; 13500; 6976; 3476; 34479850; 40050; time limit exceeded; 3600.016483783722; True;  
t_pre_carnaval001M015J030; t_pre_carnaval001M015J030_ZintTrue_MinLA; 15; 30; True; 1415.2714807765176; 2232.0000000000014; 0.36591779535100655; 40500; 6976; 3742; 32318112; 119700; time limit exceeded; 3600.034543991089; True;  
t_pre_carnaval001M015J030; t_pre_carnaval001M015J030_ZintFalse_Manne; 15; 30; False; nan; 972.0; nan; 13500; 6976; 4081; 4080; 40050; optimal; 0.12840485572814941; False;  
t_pre_carnaval001M015J030; t_pre_carnaval001M015J030_ZintFalse_MinLA; 15; 30; False; nan; 1389.5768107717658; nan; 40500; 6976; 4939; 33; 119700; optimal; 1.1427350044250488; False;  
t_pre_carnaval002M015J030; t_pre_carnaval002M015J030_ZintTrue_Manne; 15; 30; True; 1072.7535251660306; 1979.999999997; 0.45820529031934254; 13500; 6976; 3461; 48085114; 40050; time limit exceeded; 3600.0179760456085; True;  
t_pre_carnaval002M015J030; t_pre_carnaval002M015J030_ZintTrue_MinLA; 15; 30; True; 1470.2177394974287; 2000.0; 0.26489113025127237; 40500; 6976; 3501; 31835954; 119700; time limit exceeded; 3600.0442349910736; True;  
t_pre_carnaval002M015J030; t_pre_carnaval002M015J030_ZintFalse_Manne; 15; 30; False; nan; 1056.0; nan; 13500; 6976; 4061; 4060; 40050; optimal; 0.13009214401245117; False;  
t_pre_carnaval002M015J030; t_pre_carnaval002M015J030_ZintFalse_MinLA; 15; 30; False; nan; 1438.4150266396528; nan; 40500; 6976; 5145; 38; 119700; optimal; 1.4960150718688965; False;  
